Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
0,2025-11-27 23:38:12.337681,12184102124,B,0,0,0,0
0,2025-11-28 00:03:24.599981,121833859,B,28,52,9,11
0,2025-11-28 00:03:42.893461,121833859,B,0,0,0,0
0,2025-11-28 00:11:36.344128,12184102124,B,49,117,13,17
0,2025-11-28 00:11:57.180271,12184102124,B,0,0,0,0
0,2025-11-28 00:22:53.258728,121835736,B,51,45,18,15
0,2025-11-28 00:26:42.468737,121835736,B,35,53,11,12
0,2025-11-28 00:26:59.514796,121835736,B,0,0,0,0
0,2025-11-28 00:36:10.091564,121835736,B,17,85,8,13
0,2025-11-28 00:51:27.680308,121835736,B,28,81,10,16
0,2025-11-28 03:15:29.069306,121833859,B,26,79,8,13
0,2025-11-28 03:15:45.810628,121833859,B,0,0,0,0
0,2025-11-28 03:21:28.074834,121833859,B,40,59,11,11
0,2025-11-28 03:21:44.065685,121833859,B,0,0,0,0
0,2025-11-28 03:24:10.428054,121835736,B,46,47,14,13
0,2025-11-28 03:28:25.157602,121833859,B,15,19,7,7
0,2025-11-28 03:28:36.303286,121833859,B,0,0,0,0
0,2025-11-28 03:34:47.589720,121835736,B,40,123,14,23
0,2025-11-28 03:36:02.969554,12185199220,B,17,17,7,7
0,2025-11-28 03:36:13.028066,12185199220,B,0,0,0,0
0,2025-11-28 03:38:47.449274,12185199220,B,38,53,12,13
0,2025-11-28 03:39:08.525028,12185199220,B,0,0,0,0
0,2025-11-28 03:39:24.403959,12184189167,B,0,0,0,0
0,2025-11-28 03:44:14.522205,12185199220,B,0,23,0,3
0,2025-11-28 03:44:18.774901,12185199220,B,0,0,0,0
0,2025-11-28 03:44:22.629635,12184189167,B,3,24,1,3
0,2025-11-28 03:46:30.300137,12185199220,B,6,68,3,8
0,2025-11-28 03:46:39.141197,12185199220,B,2,2,1,0
0,2025-11-28 03:46:43.795900,12185199220,B,0,0,0,0
0,2025-11-28 03:48:45.964262,12185199220,B,0,35,0,4
0,2025-11-28 03:48:50.969616,12185199220,B,2,8,1,2
0,2025-11-28 03:48:52.759258,12185199220,B,2,6,1,1
0,2025-11-28 03:48:58.596481,12185199220,B,0,0,0,0
0,2025-11-28 03:49:00.132213,12185199220,B,0,0,0,0
0,2025-11-28 03:49:03.489146,12185199220,B,0,0,0,0
0,2025-11-28 03:49:06.112167,12185199220,B,0,0,0,0
0,2025-11-28 03:49:10.317755,12185199220,B,0,0,0,0
0,2025-11-28 03:49:13.852685,12185199220,B,24,0,3,0
0,2025-11-28 03:49:20.902783,12185199220,B,0,0,0,0
0,2025-11-28 03:49:24.820954,12185199220,B,0,0,0,0
0,2025-11-28 03:49:28.738201,12185199220,B,0,0,0,0
0,2025-11-28 03:49:30.866603,12185199220,B,0,0,0,0
0,2025-11-28 03:49:59.377531,12184189167,B,11,12,5,4
0,2025-11-28 03:50:07.564445,12184189167,B,2,20,2,2
0,2025-11-28 03:50:29.007275,12185199220,B,0,0,0,0
0,2025-11-28 03:51:36.264590,12185199220,B,5,1,1,1
0,2025-11-28 03:51:38.711648,12185199220,B,0,0,0,0
0,2025-11-28 03:51:39.878291,12185199220,B,0,0,0,0
0,2025-11-28 03:51:47.713727,12185199220,B,37,19,2,2
0,2025-11-28 03:51:51.438558,12185199220,B,24,25,2,2
0,2025-11-28 03:51:59.355290,12185199220,B,0,0,0,0
0,2025-11-28 03:52:12.611789,12185199220,B,0,0,0,0
0,2025-11-28 03:52:20.478429,12185199220,B,0,0,0,0
0,2025-11-28 03:52:28.025892,12184189167,B,14,19,7,6
0,2025-11-28 03:53:03.732872,12184102124,B,63,100,16,17
0,2025-11-28 03:53:28.581510,12184102124,B,0,0,0,0
0,2025-11-28 03:53:31.747461,12184102124,B,0,0,0,0
0,2025-11-28 03:53:32.819060,12184102124,B,0,0,0,0
0,2025-11-28 03:53:35.649667,12184102124,B,0,0,0,0
0,2025-11-28 03:54:19.960486,121835736,B,59,57,19,17
0,2025-11-28 03:56:00.077414,12184189167,B,12,16,6,5
0,2025-11-28 04:01:23.184959,12184189167,B,0,0,0,0
0,2025-11-28 04:01:24.879402,12184189167,B,8,11,3,3
0,2025-11-28 04:06:59.515298,12184189167,B,9,33,3,5
0,2025-11-28 05:55:02.187848,121833859,B,11,62,4,8
0,2025-11-28 05:55:13.302108,121833859,B,0,0,0,0
0,2025-11-28 06:02:02.022403,121833859,B,23,60,8,10
0,2025-11-28 06:02:17.277794,121833859,B,4,5,2,3
0,2025-11-28 06:02:23.098241,121833859,B,0,0,0,0
0,2025-11-28 06:07:42.896419,121833859,B,31,60,12,12
0,2025-11-28 06:08:00.197808,121833859,B,0,0,0,0
0,2025-11-28 06:31:13.924804,121835736,B,15,77,6,14
0,2025-11-28 06:34:47.561750,121835736,B,32,100,13,16
0,2025-11-28 06:36:48.578798,12184102124,B,85,143,22,25
0,2025-11-28 06:37:18.576272,12184102124,B,0,0,0,0
0,2025-11-28 06:37:29.483348,12184189167,B,0,0,0,0
0,2025-11-28 06:42:29.277456,121835736,B,30,61,11,13
0,2025-11-28 06:43:52.587214,12185199220,B,14,20,7,8
0,2025-11-28 06:45:25.235980,121833859,B,25,27,10,10
0,2025-11-28 06:45:39.708563,121833859,B,0,0,0,0
0,2025-11-28 06:48:45.055741,12184102124,B,68,99,18,20
0,2025-11-28 06:49:09.682211,12184102124,B,0,0,0,0
0,2025-11-28 06:59:56.198041,12184189167,B,3,1,2,1
0,2025-11-28 07:00:00.738713,12184189167,B,11,6,4,3
0,2025-11-28 07:02:49.744755,12184189167,B,42,42,10,10
0,2025-11-28 07:04:31.332417,12184189167,B,22,21,7,6
0,2025-11-28 07:10:06.368588,12184189167,B,11,43,4,7
0,2025-11-28 08:38:22.406330,121833859,B,27,83,9,13
0,2025-11-28 08:38:40.730631,121833859,B,0,0,0,0
0,2025-11-28 08:38:42.395208,121833859,B,0,0,0,0
0,2025-11-28 09:35:07.402062,12184102124,B,1,177,1,23
0,2025-11-28 09:35:33.659380,12184102124,B,0,0,0,0
0,2025-11-28 09:38:02.659791,12185199220,B,5,49,3,7
0,2025-11-28 09:38:12.014346,12185199220,B,10,32,4,7
0,2025-11-28 09:41:38.325325,121835736,B,39,146,12,21
0,2025-11-28 09:43:17.849933,121835736,B,28,46,12,11
0,2025-11-28 09:58:35.664876,121835736,B,32,95,12,17
0,2025-11-28 10:01:05.033778,121833859,B,16,26,5,5
0,2025-11-28 10:01:12.022581,121833859,B,0,0,0,0
0,2025-11-28 10:04:32.479846,121835736,B,24,95,9,15
0,2025-11-28 10:12:31.158194,121833859,B,36,53,13,12
0,2025-11-28 10:12:50.682694,121833859,B,0,0,0,0
0,2025-11-28 10:16:41.522820,12184189167,B,0,0,0,0
0,2025-11-28 10:25:07.531047,12184189167,B,10,62,3,8
0,2025-11-28 10:33:49.000862,121833859,B,26,67,9,12
0,2025-11-28 10:34:04.383469,121833859,B,0,0,0,0
0,2025-11-28 11:37:03.745400,12184189167,B,0,0,0,0
initialize,2025-11-28 12:35:07.234638,0,B,0,0,0,0
0,2025-11-28 12:35:07.234638,0,B,0,0,0,0
0,2025-11-28 12:40:27.216378,12184189167,B,0,0,0,0
0,2025-11-28 12:47:44.433528,121835736,B,56,131,15,19
0,2025-11-28 12:48:43.635329,12185199220,B,0,3,0,1
0,2025-11-28 12:48:49.871640,12185199220,B,0,0,0,0
0,2025-11-28 12:48:54.301802,12185199220,B,0,0,0,0
0,2025-11-28 12:49:20.880559,121833859,B,29,29,10,8
0,2025-11-28 12:49:35.545712,121833859,B,0,0,0,0
0,2025-11-28 12:50:38.424436,12184102124,B,3,5,1,2
0,2025-11-28 12:50:52.337105,12184189167,B,0,0,0,0
0,2025-11-28 12:52:29.903603,12184189167,B,0,0,0,0
0,2025-11-28 12:54:21.751165,12184102124,B,45,71,15,15
0,2025-11-28 12:54:41.373316,12184102124,B,0,0,0,0
0,2025-11-28 12:56:03.427931,12184189167,B,15,9,4,4
0,2025-11-28 12:58:21.071447,12184102124,B,43,61,13,14
0,2025-11-28 12:58:39.158015,12184102124,B,0,0,0,0
0,2025-11-28 13:01:02.347079,12184189167,B,13,14,4,3
0,2025-11-28 13:02:15.878252,12184189167,B,8,5,3,2
0,2025-11-28 13:05:22.119868,121835736,B,78,109,22,22
0,2025-11-28 13:07:52.233349,12184102124,B,60,58,15,14
0,2025-11-28 13:08:12.319983,12184102124,B,0,0,0,0
0,2025-11-28 13:09:32.997795,121833859,B,32,44,10,10
0,2025-11-28 13:09:46.720002,121833859,B,5,6,2,2
0,2025-11-28 13:09:49.918455,121833859,B,0,0,0,0
0,2025-11-28 13:13:47.942024,12184189167,B,21,25,6,6
0,2025-11-28 13:19:05.027981,121833859,B,40,78,14,16
0,2025-11-28 13:19:27.688252,121833859,B,0,0,0,0
0,2025-11-28 13:19:35.746908,12185199220,B,27,22,10,9
0,2025-11-28 13:19:49.052557,12185199220,B,0,0,0,0
0,2025-11-28 13:35:36.523979,12184102124,B,20,72,9,13
0,2025-11-28 13:35:52.658157,12184102124,B,0,0,0,0
0,2025-11-28 13:53:49.788382,121835736,B,35,48,16,13
0,2025-11-28 14:02:05.152487,121833859,B,28,50,9,9
0,2025-11-28 14:02:18.632746,121833859,B,11,15,5,7
0,2025-11-28 14:02:32.514022,121833859,B,0,0,0,0
0,2025-11-28 14:10:22.162075,121833859,B,47,54,14,14
0,2025-11-28 14:10:40.952597,121833859,B,0,0,0,0
0,2025-11-28 14:19:08.151576,12185199220,B,22,102,7,15
0,2025-11-28 14:19:25.008336,12185199220,B,0,0,0,0
0,2025-11-28 14:35:20.366855,12185199220,B,25,83,8,14
0,2025-11-28 14:35:36.438711,12185199220,B,0,0,0,0
0,2025-11-28 14:35:39.269530,12184189167,B,0,0,0,0
0,2025-11-28 14:45:59.499359,121835736,B,40,88,11,16
0,2025-11-28 14:46:26.237879,12184102124,B,46,46,13,12
0,2025-11-28 14:46:43.812699,12184102124,B,0,0,0,0
0,2025-11-28 14:47:03.881536,12184189167,B,10,9,4,3
0,2025-11-28 14:48:49.620794,121835736,B,64,61,17,16
0,2025-11-28 14:49:42.538254,12184189167,B,31,25,7,7
0,2025-11-28 14:49:56.803663,12184189167,B,2,1,1,1
0,2025-11-28 14:52:04.593944,12184102124,B,31,28,9,9
0,2025-11-28 14:52:17.499225,12184102124,B,0,0,0,0
0,2025-11-28 14:54:59.448624,12184189167,B,27,31,8,8
0,2025-11-28 14:58:04.939429,12184102124,B,31,40,10,9
0,2025-11-28 14:58:18.099554,12184102124,B,0,0,0,0
0,2025-11-28 15:01:05.502813,12184189167,B,13,31,4,5
0,2025-11-28 15:03:01.620980,121835736,B,41,96,13,17
0,2025-11-28 15:10:10.842550,12184189167,B,12,25,4,6
0,2025-11-28 15:11:35.104928,12184102124,B,29,36,9,9
0,2025-11-28 15:11:48.745043,12184102124,B,0,0,0,0
0,2025-11-28 15:13:15.469892,121833859,B,26,21,12,9
0,2025-11-28 15:13:33.445792,121833859,B,7,11,4,5
0,2025-11-28 15:13:45.358633,121833859,B,0,0,0,0
0,2025-11-28 15:15:34.119559,12184189167,B,11,7,3,3
0,2025-11-28 15:29:10.214899,12184189167,B,2,55,1,7
0,2025-11-28 15:32:14.775927,121833859,B,29,91,11,13
0,2025-11-28 15:32:33.325785,121833859,B,0,0,0,0
0,2025-11-28 16:00:34.386192,121833859,B,57,69,16,15
0,2025-11-28 16:00:58.326449,121833859,B,0,0,0,0
0,2025-11-28 16:10:10.046309,121835736,B,18,94,7,13
0,2025-11-28 16:19:07.020029,12185199220,B,24,66,8,11
0,2025-11-28 16:19:21.619817,12185199220,B,0,0,0,0
0,2025-11-28 16:25:16.654916,121835736,B,37,64,10,13
0,2025-11-28 16:29:59.855808,12185199220,B,11,65,3,8
0,2025-11-28 16:30:09.194305,12185199220,B,0,0,0,0
0,2025-11-28 16:30:12.201657,12184189167,B,1,1,1,1
0,2025-11-28 16:41:48.392384,12184189167,B,5,17,2,3
0,2025-11-28 16:48:14.707680,121833859,B,32,93,8,13
0,2025-11-28 16:48:32.330154,121833859,B,0,0,0,0
0,2025-11-28 16:50:30.159006,12185199220,B,19,56,8,11
0,2025-11-28 16:50:44.487433,12185199220,B,0,0,0,0
0,2025-11-28 16:56:59.916559,12184102124,B,30,81,8,13
0,2025-11-28 16:57:16.049197,12184102124,B,0,0,0,0
0,2025-11-28 17:09:23.903500,12184102124,B,23,90,8,13
0,2025-11-28 17:09:40.679086,12184102124,B,0,0,0,0
0,2025-11-28 17:12:56.915111,12184102124,B,18,88,5,13
0,2025-11-28 17:13:12.938687,12184102124,B,0,0,0,0
0,2025-11-28 17:21:56.175902,12184102124,B,24,79,7,13
0,2025-11-28 17:22:13.431873,12184102124,B,0,0,0,0
0,2025-11-28 17:29:31.626073,12184189167,B,0,24,0,4
0,2025-11-28 17:36:32.194690,12184189167,B,14,44,3,6
0,2025-11-28 17:36:45.388937,12184189167,B,1,4,1,2
0,2025-11-28 17:36:56.949988,12184189167,B,11,35,4,5
0,2025-11-28 17:39:39.698989,12184102124,B,19,15,6,6
0,2025-11-28 17:39:49.007004,12184102124,B,0,0,0,0
0,2025-11-28 17:42:40.151103,12184102124,B,22,24,6,6
0,2025-11-28 17:42:49.010754,12184102124,B,0,0,0,0
0,2025-11-28 17:46:38.717177,12184102124,B,24,21,8,8
0,2025-11-28 17:46:50.280173,12184102124,B,0,0,0,0
0,2025-11-28 17:48:55.990975,12184189167,B,8,13,4,4
0,2025-11-28 17:54:07.705414,12184189167,B,23,25,8,7
0,2025-11-28 18:16:50.116761,121835736,B,30,105,10,17
0,2025-11-28 18:21:20.427721,121833859,B,18,47,8,9
0,2025-11-28 18:21:32.118401,121833859,B,0,0,0,0
0,2025-11-28 18:27:26.289069,121835736,B,42,106,17,22
0,2025-11-28 18:29:52.838415,12185199220,B,10,9,3,3
0,2025-11-28 18:29:57.444367,12185199220,B,3,2,1,1
0,2025-11-28 18:30:01.969810,12185199220,B,0,0,0,0
