Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
0,2025-11-19 23:58:40.550501,12184102124,B,0,0,0,0
0,2025-11-20 00:06:30.099795,12185199220,B,0,16,0,2
0,2025-11-20 00:06:33.138672,12185199220,B,2,5,1,2
0,2025-11-20 00:06:34.322413,12185199220,B,3,59,1,8
0,2025-11-20 00:06:44.859351,12185199220,B,0,0,0,0
0,2025-11-20 01:26:40.155549,12184189167,B,0,0,0,0
0,2025-11-20 01:29:20.456673,12184189167,B,38,99,9,13
0,2025-11-20 01:48:05.021892,12184102124,B,9,0,4,0
0,2025-11-20 01:50:21.959487,12184102124,B,0,205,0,25
0,2025-11-20 01:50:50.505561,12184102124,B,0,0,0,0
0,2025-11-20 02:47:12.568204,121833859,B,24,103,7,13
0,2025-11-20 02:47:30.463760,121833859,B,0,0,0,0
0,2025-11-20 02:48:33.286283,121833859,B,5,28,2,4
0,2025-11-20 02:48:38.514579,121833859,B,0,3,0,0
0,2025-11-20 02:49:45.258483,121835736,B,6,56,3,9
0,2025-11-20 02:50:17.560067,121833859,B,14,47,5,7
0,2025-11-20 02:50:29.871432,121833859,B,0,0,0,0
0,2025-11-20 02:51:45.953481,121835736,B,16,90,4,12
0,2025-11-20 02:52:06.645502,121835736,B,2,9,1,2
0,2025-11-20 02:52:26.204646,121833859,B,24,104,7,15
0,2025-11-20 02:52:47.451537,121833859,B,0,0,0,0
0,2025-11-20 02:53:31.075404,12184102124,B,5,0,2,0
0,2025-11-20 02:53:35.456380,12184102124,B,0,0,0,0
0,2025-11-20 02:58:00.221937,121835736,B,9,41,3,7
0,2025-11-20 03:01:24.417396,12185199220,B,4,41,2,5
0,2025-11-20 03:03:06.786380,12184102124,B,0,133,0,17
0,2025-11-20 03:03:27.303039,12184102124,B,0,0,0,0
0,2025-11-20 03:05:39.126787,12184189167,B,0,0,0,0
0,2025-11-20 03:05:48.098839,121833859,B,23,69,7,9
0,2025-11-20 03:06:01.068248,121833859,B,0,0,0,0
0,2025-11-20 03:06:42.224447,12185199220,B,0,22,0,3
0,2025-11-20 03:06:45.839032,12185199220,B,2,66,1,12
0,2025-11-20 03:10:01.639385,12184102124,B,2,110,1,13
0,2025-11-20 03:10:17.679107,12184102124,B,0,0,0,0
0,2025-11-20 03:11:48.915906,12185199220,B,2,32,1,6
0,2025-11-20 03:11:55.999319,12185199220,B,0,2,0,0
0,2025-11-20 03:11:58.462936,12185199220,B,0,0,0,0
0,2025-11-20 03:14:10.859429,121835736,B,20,118,5,19
0,2025-11-20 03:15:00.429157,12184102124,B,7,88,3,12
0,2025-11-20 03:15:17.380831,12184102124,B,0,0,0,0
0,2025-11-20 03:18:44.484511,121833859,B,10,53,3,6
0,2025-11-20 03:18:53.438902,121833859,B,0,0,0,0
0,2025-11-20 03:18:55.981851,121833859,B,0,0,0,0
0,2025-11-20 03:21:34.684183,12184102124,B,0,0,0,0
0,2025-11-20 03:23:25.416254,12184189167,B,19,31,3,4
0,2025-11-20 03:23:34.610792,12184189167,B,4,9,1,2
0,2025-11-20 03:23:40.783057,121833859,B,7,44,3,5
0,2025-11-20 03:23:52.039594,121833859,B,0,0,0,0
0,2025-11-20 03:23:53.910701,121833859,B,0,0,0,0
0,2025-11-20 03:24:08.544867,121833859,B,0,0,0,0
0,2025-11-20 03:27:18.344566,121833859,B,17,24,3,3
0,2025-11-20 03:27:24.644941,121833859,B,0,0,0,0
0,2025-11-20 03:30:31.971151,121833859,B,10,67,3,8
0,2025-11-20 03:30:44.072994,121833859,B,0,0,0,0
0,2025-11-20 03:30:50.821822,121833859,B,0,0,0,0
0,2025-11-20 03:30:52.580418,121833859,B,0,0,0,0
0,2025-11-20 03:34:07.598516,121833859,B,13,13,3,2
0,2025-11-20 03:34:15.339853,121833859,B,0,0,0,0
0,2025-11-20 03:34:17.032690,121833859,B,0,0,0,0
0,2025-11-20 03:34:20.933704,121833859,B,0,0,0,0
0,2025-11-20 03:34:34.700623,121833859,B,0,0,0,0
0,2025-11-20 03:34:41.496123,121833859,B,0,0,0,0
0,2025-11-20 03:34:52.337066,121833859,B,0,0,0,0
0,2025-11-20 03:35:13.428878,121833859,B,0,0,0,0
0,2025-11-20 04:46:03.308706,12184102124,B,2,74,1,10
0,2025-11-20 04:46:15.381451,12184102124,B,0,0,0,0
0,2025-11-20 04:56:46.100561,12184189167,B,11,18,2,3
0,2025-11-20 04:57:38.020163,121835736,B,0,86,0,12
0,2025-11-20 04:58:20.062348,12184102124,B,0,130,0,16
0,2025-11-20 04:58:38.382225,12184102124,B,0,0,0,0
0,2025-11-20 05:10:14.405595,121835736,B,0,162,0,20
0,2025-11-20 06:47:03.436559,12185199220,B,0,52,0,7
0,2025-11-20 06:47:13.142841,12185199220,B,0,14,0,3
0,2025-11-20 06:47:19.410627,12185199220,B,0,0,0,0
0,2025-11-20 06:49:59.874783,12184102124,B,0,108,0,12
0,2025-11-20 06:50:13.385210,12184102124,B,0,0,0,0
0,2025-11-20 06:53:16.442593,12185199220,B,0,103,0,16
0,2025-11-20 06:53:35.871569,12185199220,B,0,0,0,0
0,2025-11-20 06:53:42.457868,12184102124,B,0,123,0,14
0,2025-11-20 06:53:57.873043,12184102124,B,0,0,0,0
0,2025-11-20 06:57:42.888302,12184102124,B,1,142,1,16
0,2025-11-20 06:58:01.356749,12184102124,B,0,0,0,0
0,2025-11-20 06:59:38.306865,12184189167,B,24,82,6,9
0,2025-11-20 07:04:04.750312,12184102124,B,4,144,2,16
0,2025-11-20 07:04:25.810713,12184102124,B,0,0,0,0
0,2025-11-20 07:10:24.790913,12184189167,B,23,20,5,4
0,2025-11-20 07:13:04.273855,121835736,B,2,64,1,8
0,2025-11-20 07:13:19.673216,121835736,B,0,0,0,0
0,2025-11-20 07:13:20.775943,121835736,B,0,15,0,3
0,2025-11-20 07:13:46.536172,12184189167,B,18,20,3,3
0,2025-11-20 07:14:03.693492,12184102124,B,0,11,0,3
0,2025-11-20 07:14:08.987518,12184102124,B,0,0,0,0
0,2025-11-20 07:17:31.024137,12184189167,B,21,50,3,7
0,2025-11-20 07:23:45.881560,121833859,B,0,0,0,0
