Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
1,2025-05-06 20:38:21.921123,19645782,1,58,136,23,35
1,2025-05-07 12:37:15.566365,19644207130,1,0,0,0,0
1,2025-05-07 12:37:33.321663,1102000232,1,0,0,0,0
initialize,2025-05-07 12:39:39.974160,0,1,0,0,0,0
2,2025-05-07 12:39:39.974160,0,1,0,0,0,0
2,2025-05-07 12:41:07.175329,19647186244,1,0,0,0,0
2,2025-05-07 12:41:09.397327,19647186244,1,0,0,0,0
2,2025-05-07 12:41:11.158637,19647186244,1,0,0,0,0
initialize,2025-05-07 12:45:14.177280,0,1,0,0,0,0
2,2025-05-07 12:45:14.177280,0,1,0,0,0,0
2,2025-05-07 12:48:45.053170,19644207130,1,1,0,1,0
2,2025-05-07 12:48:47.501133,19644207130,1,13,7,3,3
2,2025-05-07 12:52:22.907522,19644207130,1,12,0,1,0
2,2025-05-07 12:52:24.666145,19644207130,1,0,0,0,0
2,2025-05-07 12:52:50.516044,19645782,1,0,5,0,4
2,2025-05-07 12:53:04.350307,19645782,1,0,0,0,0
2,2025-05-07 12:53:05.597719,19645782,1,0,0,0,0
2,2025-05-07 12:53:10.428131,19645782,1,0,5,0,3
2,2025-05-07 12:55:06.955033,19644207130,1,2,0,1,0
2,2025-05-07 12:56:22.354867,19647186244,1,0,0,0,0
2,2025-05-07 12:56:26.001214,19647186244,1,7,0,4,0
2,2025-05-07 12:56:35.071937,19647186244,1,5,1,2,1
2,2025-05-07 12:58:33.946646,19645782,1,1,0,0,0
2,2025-05-07 12:58:35.561784,19645782,1,0,2,0,1
2,2025-05-07 12:58:36.985704,19645782,1,0,1125,0,49
2,2025-05-07 12:59:33.976197,1102000232,1,0,1,0,0
2,2025-05-07 12:59:34.024015,19647186244,1,0,42,0,1
2,2025-05-07 12:59:35.959355,19647186244,1,0,111,0,5
2,2025-05-07 12:59:41.077732,19647186244,1,0,61,0,3
2,2025-05-07 12:59:43.894680,19647186244,1,0,4548,0,189
2,2025-05-07 13:03:13.845235,19645782,1,0,936,0,39
2,2025-05-07 13:03:57.065354,19644207130,1,0,43,0,2
2,2025-05-07 13:03:59.046778,19644207130,1,4,7741,2,322
2,2025-05-07 13:09:55.467823,19647186244,1,0,67,0,3
