Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
initialize,2025-05-02 18:17:31.558393,0,1,0,0,0,0
1,2025-05-02 18:17:31.558393,0,1,6,10,2,"2
"
1,2025-05-02 18:17:47.492588,1111111199198,1,0,0,0,"0
"
initialize,2025-05-02 18:20:31.662937,0,1,0,0,0,0
initialize,2025-05-02 18:21:24.228090,0,1,0,0,0,0
1,2025-05-02 18:21:24.228090,0,1,2,2,1,1
1,2025-05-02 18:21:29.054517,1111111199198,1,0,0,0,0
1,2025-05-02 18:21:47.376505,1111111199198,1,0,0,0,0
1,2025-05-02 18:21:48.961895,1111111199198,1,0,0,0,0
initialize,2025-05-02 18:24:19.580471,0,1,0,0,0,0
1,2025-05-02 18:24:19.580471,0,1,13,30,2,6
1,2025-05-02 18:24:35.250086,1102000232,1,0,0,0,0
1,2025-05-02 18:24:35.297931,1111111199198,1,0,0,0,0
