Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
initialize,2025-05-05 17:59:46.490115,0,1,0,0,0,0
1,2025-05-05 17:59:46.490115,0,1,0,0,0,0
1,2025-05-05 18:00:10.228560,1111110210210,1,8,3,3,1
1,2025-05-05 18:00:34.535728,1111110210210,1,0,0,0,0
1,2025-05-05 18:00:38.598086,1111110210210,1,0,0,0,0
1,2025-05-05 18:00:42.660099,1111110210210,1,0,0,0,0
initialize,2025-05-05 18:04:26.208018,0,1,0,0,0,0
1,2025-05-05 18:04:26.208018,0,1,151,12,21,4
initialize,2025-05-05 18:24:07.120712,0,1,0,0,0,0
initialize,2025-05-05 18:24:37.760091,0,1,0,0,0,0
initialize,2025-05-05 18:25:37.887107,0,1,0,0,0,0
1,2025-05-05 18:25:37.887107,0,1,0,0,0,0
1,2025-05-05 18:25:44.182696,1111110210210,1,5,5,2,2
1,2025-05-05 18:25:54.339296,1111110210210,1,5,2,2,1
1,2025-05-05 18:26:19.686610,1111111199198,1,0,0,0,0
