Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
initialize,2025-08-08 14:27:50.844875,0,A,0,0,0,0
initialize,2025-08-08 14:27:50.844884,0,B,0,0,0,0
0,2025-08-08 14:27:50.844875,0,A,0,5,0,2
0,2025-08-08 14:28:17.724412,1111111199198,A,0,0,0,0
0,2025-08-08 14:28:28.806961,1111111199198,A,0,0,0,0
0,2025-08-08 14:28:31.749461,1111111199198,A,0,8,0,2
0,2025-08-08 14:28:40.178100,1111111199198,A,16,0,2,0
0,2025-08-08 14:28:56.651546,1111111199198,A,0,0,0,0
0,2025-08-08 14:29:52.162963,1111111199198,A,0,10,0,2
