Mode,Start_Time,Animal,Unit,Licks1,Licks2,Drinks1,Drinks2
initialize,2025-05-06 20:13:36.966790,0,1,0,0,0,0
1,2025-05-06 20:13:36.966790,0,1,0,0,0,0
1,2025-05-06 20:14:00.655638,19647231169,1,3,3,2,2
1,2025-05-06 20:14:15.098980,19647231169,1,0,0,0,0
initialize,2025-05-06 20:22:54.796887,0,1,0,0,0,0
1,2025-05-06 20:22:54.796887,0,1,0,0,0,0
1,2025-05-06 20:23:08.334513,19647231169,1,3,1,2,1
1,2025-05-06 20:23:27.445339,19647231169,1,0,0,0,0
1,2025-05-06 20:26:44.858798,19645782,1,0,0,0,0
1,2025-05-06 20:28:22.170154,19647186244,1,0,2,0,1
1,2025-05-06 20:29:40.881681,19644207130,1,0,0,0,0
1,2025-05-06 20:32:06.917556,19647186244,1,0,0,0,0
1,2025-05-06 20:32:16.290080,19647186244,1,1,0,1,0
1,2025-05-06 20:34:40.246199,19644207130,1,0,0,0,0
1,2025-05-06 20:34:42.068922,19644207130,1,0,0,0,0
1,2025-05-06 20:35:23.863567,19645782,1,0,0,0,0
1,2025-05-06 20:36:49.278659,19647186244,1,0,0,0,0
1,2025-05-06 20:36:53.117339,19647186244,1,0,0,0,0
1,2025-05-06 20:38:12.707913,19644207130,1,1,0,1,0
1,2025-05-06 20:38:15.667506,19644207130,1,0,0,0,0
